ID,Year,AgeGroup,SmokingStatus,Maternities
2521,2016/17,25-34,Unknown,3
2522,2016/17,25-34,Current smoker,38
2523,2016/17,25-34,Former smoker,23
2524,2016/17,25-34,Never smoked,249
2525,2016/17,25-34,Unknown,5
2526,2016/17,25-34,Current smoker,44
2527,2016/17,25-34,Former smoker,35
2528,2016/17,25-34,Never smoked,514
2529,2016/17,25-34,Unknown,3
2530,2016/17,25-34,Current smoker,23
2531,2016/17,25-34,Former smoker,36
2532,2016/17,25-34,Never smoked,523
2533,2016/17,25-34,Unknown,6
2534,2016/17,35 and over,Current smoker,4
2535,2016/17,35 and over,Former smoker,3
2536,2016/17,35 and over,Never smoked,3
2537,2016/17,35 and over,Unknown,2
2538,2016/17,35 and over,Current smoker,6
2539,2016/17,35 and over,Former smoker,2
2540,2016/17,35 and over,Never smoked,17
2541,2016/17,35 and over,Current smoker,7
2542,2016/17,35 and over,Former smoker,15
2543,2016/17,35 and over,Never smoked,62
2544,2016/17,35 and over,Unknown,3
2545,2016/17,35 and over,Current smoker,17
2546,2016/17,35 and over,Former smoker,14
2547,2016/17,35 and over,Never smoked,162
2548,2016/17,35 and over,Unknown,1
2549,2016/17,35 and over,Current smoker,4
2550,2016/17,35 and over,Former smoker,9
2551,2016/17,35 and over,Never smoked,195
2552,2016/17,35 and over,Unknown,2
2553,2016/17,Under 25,Current smoker,11
2554,2016/17,Under 25,Former smoker,7
2555,2016/17,Under 25,Never smoked,13
2556,2016/17,Under 25,Current smoker,29
2557,2016/17,Under 25,Former smoker,11
2558,2016/17,Under 25,Never smoked,32
2559,2016/17,Under 25,Current smoker,33
2560,2016/17,Under 25,Former smoker,14
2561,2016/17,Under 25,Never smoked,64
2562,2016/17,Under 25,Unknown,1
2563,2016/17,Under 25,Current smoker,30
2564,2016/17,Under 25,Former smoker,10
2565,2016/17,Under 25,Never smoked,64
2566,2016/17,Under 25,Unknown,1
2567,2016/17,Under 25,Current smoker,15
2568,2016/17,Under 25,Former smoker,16
2569,2016/17,Under 25,Never smoked,51
2570,2016/17,Under 25,Unknown,1
2571,2016/17,25-34,Current smoker,6
2572,2016/17,25-34,Former smoker,5
2573,2016/17,25-34,Never smoked,22
2574,2016/17,25-34,Current smoker,11
2575,2016/17,25-34,Former smoker,11
2576,2016/17,25-34,Never smoked,62
2577,2016/17,25-34,Unknown,3
2578,2016/17,25-34,Current smoker,14
2579,2016/17,25-34,Former smoker,9
2580,2016/17,25-34,Never smoked,114
2581,2016/17,25-34,Unknown,10
2582,2016/17,25-34,Current smoker,3
2583,2016/17,25-34,Former smoker,9
2584,2016/17,25-34,Never smoked,80
2585,2016/17,25-34,Unknown,6
2586,2016/17,25-34,Current smoker,1
2587,2016/17,25-34,Former smoker,3
2588,2016/17,25-34,Never smoked,15
2589,2016/17,35 and over,Never smoked,7
2590,2016/17,35 and over,Current smoker,1
2591,2016/17,35 and over,Former smoker,1
2592,2016/17,35 and over,Never smoked,18
2593,2016/17,35 and over,Current smoker,4
2594,2016/17,35 and over,Former smoker,4
2595,2016/17,35 and over,Never smoked,44
2596,2016/17,35 and over,Unknown,4
2597,2016/17,35 and over,Current smoker,4
2598,2016/17,35 and over,Former smoker,1
2599,2016/17,35 and over,Never smoked,37
2600,2016/17,35 and over,Unknown,1
2601,2016/17,35 and over,Former smoker,2
2602,2016/17,35 and over,Never smoked,12
2603,2016/17,35 and over,Unknown,1
2604,2016/17,Under 25,Current smoker,7
2605,2016/17,Under 25,Never smoked,14
2606,2016/17,Under 25,Current smoker,13
2607,2016/17,Under 25,Former smoker,6
2608,2016/17,Under 25,Never smoked,28
2609,2016/17,Under 25,Unknown,1
2610,2016/17,Under 25,Current smoker,3
2611,2016/17,Under 25,Former smoker,5
2612,2016/17,Under 25,Never smoked,44
2613,2016/17,Under 25,Unknown,1
2614,2016/17,Under 25,Current smoker,5
2615,2016/17,Under 25,Former smoker,6
2616,2016/17,Under 25,Never smoked,18
2617,2016/17,Under 25,Unknown,1
2618,2016/17,Under 25,Never smoked,5
2619,2016/17,25-34,Current smoker,138
2620,2016/17,25-34,Former smoker,120
2621,2016/17,25-34,Never smoked,311
2622,2016/17,25-34,Unknown,1
2623,2016/17,25-34,Current smoker,57
2624,2016/17,25-34,Former smoker,116
2625,2016/17,25-34,Never smoked,314
2626,2016/17,25-34,Unknown,1
2627,2016/17,25-34,Current smoker,41
2628,2016/17,25-34,Former smoker,117
2629,2016/17,25-34,Never smoked,317
2630,2016/17,25-34,Unknown,1
2631,2016/17,25-34,Current smoker,15
2632,2016/17,25-34,Former smoker,81
2633,2016/17,25-34,Never smoked,413
2634,2016/17,25-34,Unknown,1
2635,2016/17,25-34,Current smoker,21
2636,2016/17,25-34,Former smoker,128
2637,2016/17,25-34,Never smoked,783
2638,2016/17,25-34,Unknown,4
2639,2016/17,35 and over,Current smoker,34
2640,2016/17,35 and over,Former smoker,37
2641,2016/17,35 and over,Never smoked,123
2642,2016/17,35 and over,Unknown,2
2643,2016/17,35 and over,Current smoker,18
2644,2016/17,35 and over,Former smoker,37
2645,2016/17,35 and over,Never smoked,109
2646,2016/17,35 and over,Unknown,1
2647,2016/17,35 and over,Current smoker,5
2648,2016/17,35 and over,Former smoker,44
2649,2016/17,35 and over,Never smoked,117
2650,2016/17,35 and over,Unknown,1
2651,2016/17,35 and over,Current smoker,11
2652,2016/17,35 and over,Former smoker,67
2653,2016/17,35 and over,Never smoked,184
2654,2016/17,35 and over,Unknown,1
2655,2016/17,35 and over,Current smoker,11
2656,2016/17,35 and over,Former smoker,102
2657,2016/17,35 and over,Never smoked,607
2658,2016/17,35 and over,Unknown,4
2659,2016/17,Under 25,Current smoker,108
2660,2016/17,Under 25,Former smoker,68
2661,2016/17,Under 25,Never smoked,91
2662,2016/17,Under 25,Unknown,3
2663,2016/17,Under 25,Current smoker,45
2664,2016/17,Under 25,Former smoker,29
2665,2016/17,Under 25,Never smoked,58
2666,2016/17,Under 25,Current smoker,24
2667,2016/17,Under 25,Former smoker,16
2668,2016/17,Under 25,Never smoked,35
2669,2016/17,Under 25,Current smoker,12
2670,2016/17,Under 25,Former smoker,16
2671,2016/17,Under 25,Never smoked,29
2672,2016/17,Under 25,Unknown,1
2673,2016/17,Under 25,Current smoker,15
2674,2016/17,Under 25,Former smoker,18
2675,2016/17,Under 25,Never smoked,41
2676,2016/17,25-34,Current smoker,64
2677,2016/17,25-34,Former smoker,20
2678,2016/17,25-34,Never smoked,258
2679,2016/17,25-34,Unknown,7
2680,2016/17,25-34,Current smoker,21
2681,2016/17,25-34,Former smoker,11
2682,2016/17,25-34,Never smoked,144
2683,2016/17,25-34,Unknown,4
2684,2016/17,25-34,Current smoker,6
2685,2016/17,25-34,Former smoker,10
2686,2016/17,25-34,Never smoked,159
2687,2016/17,25-34,Unknown,3
2688,2016/17,25-34,Current smoker,1
2689,2016/17,25-34,Former smoker,5
2690,2016/17,25-34,Never smoked,163
2691,2016/17,25-34,Current smoker,3
2692,2016/17,25-34,Former smoker,10
2693,2016/17,25-34,Never smoked,146
2694,2016/17,25-34,Unknown,1
2695,2016/17,35 and over,Current smoker,13
2696,2016/17,35 and over,Former smoker,4
2697,2016/17,35 and over,Never smoked,57
2698,2016/17,35 and over,Unknown,2
2699,2016/17,35 and over,Current smoker,6
2700,2016/17,35 and over,Former smoker,1
2701,2016/17,35 and over,Never smoked,45
2702,2016/17,35 and over,Unknown,2
2703,2016/17,35 and over,Current smoker,2
2704,2016/17,35 and over,Former smoker,4
2705,2016/17,35 and over,Never smoked,64
2706,2016/17,35 and over,Current smoker,3
2707,2016/17,35 and over,Former smoker,5
2708,2016/17,35 and over,Never smoked,72
2709,2016/17,35 and over,Current smoker,2
2710,2016/17,35 and over,Former smoker,2
2711,2016/17,35 and over,Never smoked,74
2712,2016/17,35 and over,Unknown,2
2713,2016/17,Under 25,Current smoker,34
2714,2016/17,Under 25,Former smoker,13
2715,2016/17,Under 25,Never smoked,117
2716,2016/17,Under 25,Unknown,3
2717,2016/17,Under 25,Current smoker,12
2718,2016/17,Under 25,Former smoker,6
2719,2016/17,Under 25,Never smoked,35
2720,2016/17,Under 25,Unknown,2
2721,2016/17,Under 25,Current smoker,5
2722,2016/17,Under 25,Former smoker,1
2723,2016/17,Under 25,Never smoked,23
2724,2016/17,Under 25,Current smoker,2
2725,2016/17,Under 25,Former smoker,2
2726,2016/17,Under 25,Never smoked,22
2727,2016/17,Under 25,Unknown,1
2728,2016/17,Under 25,Current smoker,1
2729,2016/17,Under 25,Never smoked,18
2730,2016/17,25-34,Current smoker,43
2731,2016/17,25-34,Former smoker,21
2732,2016/17,25-34,Never smoked,158
2733,2016/17,25-34,Unknown,2
2734,2016/17,25-34,Current smoker,17
2735,2016/17,25-34,Former smoker,12
2736,2016/17,25-34,Never smoked,144
2737,2016/17,25-34,Unknown,3
2738,2016/17,25-34,Current smoker,5
2739,2016/17,25-34,Former smoker,6
2740,2016/17,25-34,Never smoked,78
2741,2016/17,25-34,Unknown,1
2742,2016/17,25-34,Current smoker,4
2743,2016/17,25-34,Never smoked,42
2744,2016/17,25-34,Unknown,2
2745,2016/17,25-34,Never smoked,13
2746,2016/17,35 and over,Current smoker,12
2747,2016/17,35 and over,Former smoker,7
2748,2016/17,35 and over,Never smoked,36
2749,2016/17,35 and over,Unknown,2
2750,2016/17,35 and over,Current smoker,4
2751,2016/17,35 and over,Former smoker,5
2752,2016/17,35 and over,Never smoked,29
2753,2016/17,35 and over,Current smoker,2
2754,2016/17,35 and over,Former smoker,4
2755,2016/17,35 and over,Never smoked,21
2756,2016/17,35 and over,Current smoker,2
2757,2016/17,35 and over,Former smoker,1
2758,2016/17,35 and over,Never smoked,16
2759,2016/17,35 and over,Never smoked,8
2760,2016/17,35 and over,Unknown,1
2761,2016/17,Under 25,Current smoker,33
2762,2016/17,Under 25,Former smoker,15
2763,2016/17,Under 25,Never smoked,79
2764,2016/17,Under 25,Unknown,1
2765,2016/17,Under 25,Current smoker,11
2766,2016/17,Under 25,Former smoker,1
2767,2016/17,Under 25,Never smoked,43
2768,2016/17,Under 25,Current smoker,2
2769,2016/17,Under 25,Former smoker,2
2770,2016/17,Under 25,Never smoked,9
2771,2016/17,Under 25,Former smoker,1
2772,2016/17,Under 25,Never smoked,8
2773,2016/17,Under 25,Current smoker,1
2774,2016/17,Under 25,Never smoked,2
2775,2016/17,25-34,Current smoker,47
2776,2016/17,25-34,Former smoker,55
2777,2016/17,25-34,Never smoked,86
2778,2016/17,25-34,Unknown,1
2779,2016/17,25-34,Current smoker,61
2780,2016/17,25-34,Former smoker,73
2781,2016/17,25-34,Never smoked,164
2782,2016/17,25-34,Current smoker,34
2783,2016/17,25-34,Former smoker,44
2784,2016/17,25-34,Never smoked,169
2785,2016/17,25-34,Unknown,2
2786,2016/17,25-34,Current smoker,15
2787,2016/17,25-34,Former smoker,39
2788,2016/17,25-34,Never smoked,172
2789,2016/17,25-34,Unknown,3
2790,2016/17,25-34,Current smoker,9
2791,2016/17,25-34,Former smoker,35
2792,2016/17,25-34,Never smoked,137
2793,2016/17,35 and over,Current smoker,10
2794,2016/17,35 and over,Former smoker,8
2795,2016/17,35 and over,Never smoked,27
2796,2016/17,35 and over,Unknown,1
2797,2016/17,35 and over,Current smoker,25
2798,2016/17,35 and over,Former smoker,20
2799,2016/17,35 and over,Never smoked,43
2800,2016/17,35 and over,Current smoker,4
2801,2016/17,35 and over,Former smoker,20
2802,2016/17,35 and over,Never smoked,43
2803,2016/17,35 and over,Unknown,1
2804,2016/17,35 and over,Current smoker,6
2805,2016/17,35 and over,Former smoker,21
2806,2016/17,35 and over,Never smoked,66
2807,2016/17,35 and over,Current smoker,3
2808,2016/17,35 and over,Former smoker,13
2809,2016/17,35 and over,Never smoked,63
2810,2016/17,Under 25,Current smoker,41
2811,2016/17,Under 25,Former smoker,25
2812,2016/17,Under 25,Never smoked,51
2813,2016/17,Under 25,Unknown,1
2814,2016/17,Under 25,Current smoker,47
2815,2016/17,Under 25,Former smoker,32
2816,2016/17,Under 25,Never smoked,50
2817,2016/17,Under 25,Current smoker,26
2818,2016/17,Under 25,Former smoker,21
2819,2016/17,Under 25,Never smoked,28
2820,2016/17,Under 25,Current smoker,9
2821,2016/17,Under 25,Former smoker,12
2822,2016/17,Under 25,Never smoked,29
2823,2016/17,Under 25,Unknown,1
2824,2016/17,Under 25,Current smoker,3
2825,2016/17,Under 25,Former smoker,4
2826,2016/17,Under 25,Never smoked,17
2827,2016/17,25-34,Current smoker,16
2828,2016/17,25-34,Former smoker,5
2829,2016/17,25-34,Never smoked,29
2830,2016/17,25-34,Current smoker,27
2831,2016/17,25-34,Former smoker,10
2832,2016/17,25-34,Never smoked,80
2833,2016/17,25-34,Unknown,2
2834,2016/17,25-34,Current smoker,27
2835,2016/17,25-34,Former smoker,20
2836,2016/17,25-34,Never smoked,125
2837,2016/17,25-34,Unknown,1
2838,2016/17,25-34,Current smoker,15
2839,2016/17,25-34,Former smoker,18
2840,2016/17,25-34,Never smoked,126
2841,2016/17,25-34,Current smoker,5
2842,2016/17,25-34,Former smoker,9
2843,2016/17,25-34,Never smoked,87
2844,2016/17,35 and over,Current smoker,6
2845,2016/17,35 and over,Former smoker,1
2846,2016/17,35 and over,Never smoked,5
2847,2016/17,35 and over,Current smoker,6
2848,2016/17,35 and over,Former smoker,4
2849,2016/17,35 and over,Never smoked,15
2850,2016/17,35 and over,Current smoker,10
2851,2016/17,35 and over,Former smoker,6
2852,2016/17,35 and over,Never smoked,40
2853,2016/17,35 and over,Former smoker,4
2854,2016/17,35 and over,Never smoked,42
2855,2016/17,35 and over,Former smoker,3
2856,2016/17,35 and over,Never smoked,26
2857,2016/17,Under 25,Current smoker,18
2858,2016/17,Under 25,Former smoker,2
2859,2016/17,Under 25,Never smoked,23
2860,2016/17,Under 25,Current smoker,16
2861,2016/17,Under 25,Former smoker,6
2862,2016/17,Under 25,Never smoked,35
2863,2016/17,Under 25,Current smoker,19
2864,2016/17,Under 25,Former smoker,11
2865,2016/17,Under 25,Never smoked,42
2866,2016/17,Under 25,Unknown,2
2867,2016/17,Under 25,Current smoker,6
2868,2016/17,Under 25,Former smoker,4
2869,2016/17,Under 25,Never smoked,10
2870,2016/17,Under 25,Current smoker,2
2871,2016/17,Under 25,Former smoker,2
2872,2016/17,Under 25,Never smoked,7
2873,2016/17,25-34,Current smoker,132
2874,2016/17,25-34,Former smoker,44
2875,2016/17,25-34,Never smoked,231
2876,2016/17,25-34,Unknown,10
2877,2016/17,25-34,Current smoker,38
2878,2016/17,25-34,Former smoker,8
2879,2016/17,25-34,Never smoked,111
2880,2016/17,25-34,Unknown,3
2881,2016/17,25-34,Current smoker,9
2882,2016/17,25-34,Former smoker,7
2883,2016/17,25-34,Never smoked,101
2884,2016/17,25-34,Unknown,1
2885,2016/17,25-34,Current smoker,11
2886,2016/17,25-34,Former smoker,10
2887,2016/17,25-34,Never smoked,109
2888,2016/17,25-34,Unknown,2
2889,2016/17,25-34,Current smoker,6
2890,2016/17,25-34,Former smoker,5
2891,2016/17,25-34,Never smoked,95
2892,2016/17,35 and over,Current smoker,28
2893,2016/17,35 and over,Former smoker,4
2894,2016/17,35 and over,Never smoked,49
2895,2016/17,35 and over,Current smoker,8
2896,2016/17,35 and over,Former smoker,3
2897,2016/17,35 and over,Never smoked,30
2898,2016/17,35 and over,Unknown,2
2899,2016/17,35 and over,Current smoker,2
2900,2016/17,35 and over,Former smoker,3
2901,2016/17,35 and over,Never smoked,23
2902,2016/17,35 and over,Current smoker,4
2903,2016/17,35 and over,Former smoker,4
2904,2016/17,35 and over,Never smoked,45
2905,2016/17,35 and over,Current smoker,2
2906,2016/17,35 and over,Former smoker,1
2907,2016/17,35 and over,Never smoked,36
2908,2016/17,Under 25,Current smoker,111
2909,2016/17,Under 25,Former smoker,34
2910,2016/17,Under 25,Never smoked,100
2911,2016/17,Under 25,Unknown,1
2912,2016/17,Under 25,Current smoker,19
2913,2016/17,Under 25,Former smoker,11
2914,2016/17,Under 25,Never smoked,50
2915,2016/17,Under 25,Unknown,1
2916,2016/17,Under 25,Current smoker,9
2917,2016/17,Under 25,Former smoker,2
2918,2016/17,Under 25,Never smoked,13
2919,2016/17,Under 25,Current smoker,5
2920,2016/17,Under 25,Former smoker,2
2921,2016/17,Under 25,Never smoked,18
2922,2016/17,Under 25,Current smoker,2
2923,2016/17,Under 25,Never smoked,7
2924,2016/17,25-34,Current smoker,12
2925,2016/17,25-34,Never smoked,14
2926,2016/17,25-34,Unknown,1
2927,2016/17,25-34,Current smoker,18
2928,2016/17,25-34,Former smoker,12
2929,2016/17,25-34,Never smoked,73
2930,2016/17,25-34,Unknown,3
2931,2016/17,25-34,Current smoker,4
2932,2016/17,25-34,Former smoker,1
2933,2016/17,25-34,Never smoked,19
2934,2016/17,25-34,Current smoker,8
2935,2016/17,25-34,Former smoker,12
2936,2016/17,25-34,Never smoked,70
2937,2016/17,25-34,Unknown,2
2938,2016/17,25-34,Current smoker,7
2939,2016/17,25-34,Former smoker,20
2940,2016/17,25-34,Never smoked,271
2941,2016/17,25-34,Unknown,10
2942,2016/17,35 and over,Current smoker,1
2943,2016/17,35 and over,Former smoker,2
2944,2016/17,35 and over,Never smoked,3
2945,2016/17,35 and over,Current smoker,5
2946,2016/17,35 and over,Former smoker,5
2947,2016/17,35 and over,Never smoked,19
2948,2016/17,35 and over,Unknown,1
2949,2016/17,35 and over,Current smoker,1
2950,2016/17,35 and over,Former smoker,2
2951,2016/17,35 and over,Never smoked,11
2952,2016/17,35 and over,Unknown,2
2953,2016/17,35 and over,Current smoker,2
2954,2016/17,35 and over,Former smoker,5
2955,2016/17,35 and over,Never smoked,48
2956,2016/17,35 and over,Unknown,1
2957,2016/17,35 and over,Current smoker,5
2958,2016/17,35 and over,Former smoker,19
2959,2016/17,35 and over,Never smoked,182
2960,2016/17,35 and over,Unknown,4
2961,2016/17,Under 25,Current smoker,5
2962,2016/17,Under 25,Former smoker,6
2963,2016/17,Under 25,Never smoked,7
2964,2016/17,Under 25,Current smoker,12
2965,2016/17,Under 25,Former smoker,4
2966,2016/17,Under 25,Never smoked,20
2967,2016/17,Under 25,Unknown,3
2968,2016/17,Under 25,Current smoker,2
2969,2016/17,Under 25,Former smoker,1
2970,2016/17,Under 25,Never smoked,6
2971,2016/17,Under 25,Current smoker,1
2972,2016/17,Under 25,Never smoked,9
2973,2016/17,Under 25,Unknown,1
2974,2016/17,Under 25,Current smoker,3
2975,2016/17,Under 25,Former smoker,1
2976,2016/17,Under 25,Never smoked,10
2977,2016/17,Under 25,Unknown,1
2978,2016/17,25-34,Current smoker,152
2979,2016/17,25-34,Former smoker,97
2980,2016/17,25-34,Never smoked,277
2981,2016/17,25-34,Unknown,15
2982,2016/17,25-34,Current smoker,81
2983,2016/17,25-34,Former smoker,50
2984,2016/17,25-34,Never smoked,275
2985,2016/17,25-34,Unknown,11
2986,2016/17,25-34,Current smoker,60
2987,2016/17,25-34,Former smoker,65
2988,2016/17,25-34,Never smoked,301
2989,2016/17,25-34,Unknown,3
2990,2016/17,25-34,Current smoker,16
2991,2016/17,25-34,Former smoker,44
2992,2016/17,25-34,Never smoked,233
2993,2016/17,25-34,Unknown,5
2994,2016/17,25-34,Current smoker,13
2995,2016/17,25-34,Former smoker,42
2996,2016/17,25-34,Never smoked,308
2997,2016/17,25-34,Unknown,5
2998,2016/17,35 and over,Current smoker,46
2999,2016/17,35 and over,Former smoker,17
3000,2016/17,35 and over,Never smoked,52
3001,2016/17,35 and over,Unknown,2
3002,2016/17,35 and over,Current smoker,27
3003,2016/17,35 and over,Former smoker,15
3004,2016/17,35 and over,Never smoked,72
3005,2016/17,35 and over,Unknown,5
3006,2016/17,35 and over,Current smoker,17
3007,2016/17,35 and over,Former smoker,17
3008,2016/17,35 and over,Never smoked,107
3009,2016/17,35 and over,Unknown,1
3010,2016/17,35 and over,Current smoker,12
3011,2016/17,35 and over,Former smoker,9
3012,2016/17,35 and over,Never smoked,107
3013,2016/17,35 and over,Unknown,2
3014,2016/17,35 and over,Current smoker,2
3015,2016/17,35 and over,Former smoker,21
3016,2016/17,35 and over,Never smoked,160
3017,2016/17,35 and over,Unknown,2
3018,2016/17,Under 25,Current smoker,141
3019,2016/17,Under 25,Former smoker,53
3020,2016/17,Under 25,Never smoked,137
3021,2016/17,Under 25,Unknown,8
3022,2016/17,Under 25,Current smoker,77
3023,2016/17,Under 25,Former smoker,47
3024,2016/17,Under 25,Never smoked,108
3025,2016/17,Under 25,Unknown,1
3026,2016/17,Under 25,Current smoker,47
3027,2016/17,Under 25,Former smoker,37
3028,2016/17,Under 25,Never smoked,81
3029,2016/17,Under 25,Unknown,6
3030,2016/17,Under 25,Current smoker,16
3031,2016/17,Under 25,Former smoker,11
3032,2016/17,Under 25,Never smoked,37
3033,2016/17,Under 25,Unknown,1
3034,2016/17,Under 25,Current smoker,4
3035,2016/17,Under 25,Former smoker,10
3036,2016/17,Under 25,Never smoked,38
3037,2016/17,Under 25,Unknown,1
3038,2016/17,25-34,Current smoker,25
3039,2016/17,25-34,Former smoker,10
3040,2016/17,25-34,Never smoked,38
